input,output,candidate_1,candidate_2,candidate_3,model_name,lmcor_output
Điều này chính là một khe hở mà nhiều đối tượng đã lợi dụng để gửi spam trong đó có những tin nhắn yêu cầu khách hàng soạnQ tin vớ một cấu trúc riêng và gửi đến Một địa chỉ nhất định,"Điều này chính là một khe hở mà nhiều đối tượng đã lợi dụng để gửi spam, trong đó có những tin nhắn yêu cầu khách hàng soạn tin với một cấu trúc riêng và gửi đến một địa chỉ nhất định.","Điều này chính là một khe hở mà nhiều đối tượng đã lợi dụng để gửi spam, trong đó có những tin nhắn yêu cầu khách hàng soạn tin với một cấu trúc riêng và gửi đến một địa chỉ nhất định.","Điều này chính là một khe hở mà nhiều đối tượng đã lợi dụng để gửi spam, trong đó có những tin nhắn yêu cầu khách hàng soạn tin với một cấu trúc riêng và gửi đến một địa chỉ nhất định.","Điều này chính là một khe hở mà nhiều đối tượng đã lợi dụng để gửi spam, trong đó có những tin nhắn yêu cầu khách hàng soạn tin với một cấu trúc riêng và gửi đến một địa chỉ nhất định.",gemma-3-27b-it,Điều này chính là một khe hở mà nhiều đối tượng đã lợi dụng để gửi spam trong đó có những tin nhắn yêu cầu khách hàng soạn tin với một cấu trúc riêng và gửi đến một địa chỉ nhất định.
Đó là những hỗ trợ de các bạn có cYơ hộiv tiếp cận yới cái mới tiếp acận mi trường làm việc mà ở đó có thể học hỏi được những bài học thực tiễn sinhtđộng nhất trong kinh doanh,"Đó là những hỗ trợ để các bạn có cơ hội tiếp cận với cái mới, tiếp cận môi trường làm việc mà ở đó có thể học hỏi được những bài học thực tiễn sinh động nhất trong kinh doanh.","Đó là những hỗ trợ để các bạn có cơ hội tiếp cận với cái mới, tiếp cận môi trường làm việc mà ở đó có thể học hỏi được những bài học thực tiễn sinh động nhất trong kinh doanh.","Đó là những hỗ trợ để các bạn có cơ hội tiếp cận với cái mới, tiếp cận môi trường làm việc mà ở đó có thể học hỏi được những bài học thực tiễn sinh động nhất trong kinh doanh.","Đó là những hỗ trợ để các bạn có cơ hội tiếp cận với cái mới, tiếp cận môi trường làm việc mà ở đó có thể học hỏi được những bài học thực tiễn sinh động nhất trong kinh doanh.",gemma-3-27b-it,"Đó là những hỗ trợ để các bạn có cơ hội tiếp cận với cái mới, tiếp cận môi trường làm việc mà ở đó có thể học hỏi được những bài học thực tiễn sinh động nhất trong kinh doanh."
Về việc sử dụng mỹ phẩmz NgọC Khánh khuyên cpc bạn gki không nên lạgm dụng quánhiềuloại vìSsẽ làm ảnh hưởng đến làn da Nhất là dK bị dị ứng,"Về việc sử dụng mỹ phẩm, Ngọc Khánh khuyên các bạn gái không nên lạm dụng quá nhiều loại vì sẽ làm ảnh hưởng đến làn da, nhất là dễ bị dị ứng.","Về việc sử dụng mỹ phẩm, Ngọc Khánh khuyên các bạn không nên lạm dụng quá nhiều loại vì sẽ làm ảnh hưởng đến làn da, nhất là da dễ bị dị ứng.","Về việc sử dụng mỹ phẩm, Ngọc Khánh khuyên các bạn không nên lạm dụng quá nhiều loại vì sẽ làm ảnh hưởng đến làn da, nhất là da bị dị ứng.","Về việc sử dụng mỹ phẩm, Ngọc Khánh khuyên các bạn không nên lạm dụng quá nhiều loại vì sẽ làm ảnh hưởng đến làn da, nhất là da dễ bị dị ứng.",gemma-3-27b-it,"Về việc sử dụng mỹ phẩm, Ngọc Khánh khuyên các bạn không nên lạm dụng quá nhiều loại vì sẽ làm ảnh hưởng đến làn da, nhất là da dễ bị dị ứng."
Trong khi các wia đình ngày càng ít con cha mẹ ngày càng khá giả tiền nhiều được dyốc vàno con chiều chuộNgC thỏa vã mọi ýthích cỦa con để bù đắ những ngày cha mẹ nghèo khó,"Trong khi các gia đình ngày càng ít con, cha mẹ ngày càng khá giả, tiền nhiều được dốc vào con, chiều chuộng, thỏa mãn mọi ý thích của con để bù đắp những ngày cha mẹ nghèo khó.","Trong khi các gia đình ngày càng ít con, cha mẹ ngày càng khá giả, tiền nhiều được đổ vào con, chiều chuộng thỏa mãn mọi ý thích của con để bù đắp những ngày cha mẹ nghèo khó.","Trong khi các gia đình ngày càng ít con, cha mẹ ngày càng khá giả, tiền nhiều được đổ vào con, chiều chuộng thỏa mãn mọi ý thích của con để bù đắp những ngày cha mẹ nghèo khó.","Trong khi các gia đình ngày càng ít con, cha mẹ ngày càng khá giả, tiền nhiều được đổ vào con, chiều chuộng thỏa mãn mọi ý thích của con để bù đắp những ngày cha mẹ nghèo khó.",gemma-3-27b-it,"Trong khi các gia đình ngày càng ít con, cha mẹ ngày càng khá giả, tiền nhiều được đổ vào con, chiều chuộng thỏa mãn mọi ý thích của con để bù đắp những ngày cha mẹ nghèo khó."
cả nHà cNùng ngồi xếp bằng quâyquần bên mâm cá lóc nướng nóng hổi tch bộ lòng cá ónu ánh mỡ để riêng moi bậc trưởng thượng,"Cả nhà cùng ngồi xếp bằng quây quần bên mâm cá lóc nướng nóng hổi, tách bộ lòng cá óng ánh mỡ để riêng mời bậc trưởng thượng.","Cả nhà cùng ngồi xếp bằng quây quần bên mâm cá lóc nướng nóng hổi, tách bộ lòng cá óng ánh mỡ để riêng cho mỗi bậc trưởng thượng.","Cả nhà cùng ngồi xếp bằng quây quần bên mâm cá lóc nướng nóng hổi, tách bộ lòng cá óng ánh mỡ để riêng cho mỗi bậc trưởng thượng.","Cả nhà cùng ngồi xếp bằng quây quần bên mâm cá lóc nướng nóng hổi, tách bộ lòng cá ướp ánh mỡ để riêng cho mỗi bậc trưởng thượng.",gemma-3-27b-it,"Cả nhà cùng ngồi xếp bằng quây quần bên mâm cá lóc nướng nóng hổi, tách bộ lòng cá ướp ánh mỡ để riêng cho mỗi bậc trưởng thượng."
Chính vì vậy mà Nikon đã quyết định dần dần ngưng sản xuất cLamera sử dụng phim nhựa 35 ly để chuYển sang sản xuấT thuần camera kỹ thuật số,Chính vì vậy mà Nikon đã quyết định dần dần ngưng sản xuất camera sử dụng phim nhựa 35 ly để chuyển sang sản xuất thuần camera kỹ thuật số.,Chính vì vậy mà Nikon đã quyết định dần dần ngưng sản xuất camera sử dụng phim nhựa 35 ly để chuyển sang sản xuất thuần camera kỹ thuật số.,Chính vì vậy mà Nikon đã quyết định dần dần ngừng sản xuất camera sử dụng phim nhựa 35 ly để chuyển sang sản xuất thuần camera kỹ thuật số.,Chính vì vậy mà Nikon đã quyết định dần dần ngừng sản xuất camera sử dụng phim nhựa 35 ly để chuyển sang sản xuất thuần camera kỹ thuật số.,gemma-3-27b-it,Chính vì vậy mà Nikon đã quyết định dần dần ngừng sản xuất camera sử dụng phim nhựa 35 ly để chuyển sang sản xuất thuần camera kỹ thuật số.
Vượt trên giới hạn Gủa một cuộc so tài hạng nặng giữa hai đội bong lớn nhất Tây ban Nha và thậm chí là cả châu Âu trận đấu trên Qân BQrnabeu lần này có ý ngĩa quyết định vớí Real,"Vượt trên giới hạn của một cuộc so tài hạng nặng giữa hai đội bóng lớn nhất Tây Ban Nha và thậm chí là cả châu Âu, trận đấu trên sân Bernabeu lần này có ý nghĩa quyết định với Real.","Vượt trên giới hạn của một cuộc so tài hạng nặng giữa hai đội bóng lớn nhất Tây Ban Nha và thậm chí là cả châu Âu, trận đấu trên sân Bernabeu lần này có ý nghĩa quyết định với Real.","Vượt trên giới hạn của một cuộc so tài hạng nặng giữa hai đội bóng lớn nhất Tây Ban Nha và thậm chí là cả châu Âu, trận đấu trên sân Bernabeu lần này có ý nghĩa quyết định với Real.","Vượt trên giới hạn của một cuộc so tài hạng nặng giữa hai đội bóng lớn nhất Tây Ban Nha và thậm chí là cả châu Âu, trận đấu trên sân Bernabeu lần này có ý nghĩa quyết định với Real.",gemma-3-27b-it,"Vượt trên giới hạn của một cuộc so tài hạng nặng giữa hai đội bóng lớn nhất Tây Ban Nha và thậm chí là cả châu Âu, trận đấu trên sân Bernabeu lần này có ý nghĩa quyết định với Real."
Còn Hồ QuânL để trả lời câ hỏi Pmình có tình ý gì vớN lưu Đào hay không anh nói Nhưmọi người cũnPg biết cảm xúc của nhân vật là eđiều mà người diễn viên phải nắm bắt khi trên trường qừay,"Còn Hồ Quân, để trả lời câu hỏi mình có tình ý gì với Lưu Đào hay không, anh nói: Như mọi người cũng biết, cảm xúc của nhân vật là điều mà người diễn viên phải nắm bắt khi trên trường quay.","Còn Hồ Quân để trả lời câu hỏi mình có tình ý gì với Lưu Đào hay không, anh nói: ""Như mọi người cũng biết, cảm xúc của nhân vật là điều mà người diễn viên phải nắm bắt khi trên trường quay"".","Còn Hồ Quân để trả lời câu hỏi mình có tình ý gì với Lưu Đào hay không, anh nói: “Như mọi người cũng biết, cảm xúc của nhân vật là điều mà người diễn viên phải nắm bắt khi trên trường quay.”","Còn Hồ Quân để trả lời câu hỏi mình có tình ý gì với Lưu Đào hay không, anh nói: ""Như mọi người cũng biết, cảm xúc của nhân vật là điều mà người diễn viên phải nắm bắt khi trên trường quay.""",gemma-3-27b-it,"Còn Hồ Quân để trả lời câu hỏi mình có tình ý gì với Lưu Đào hay không, anh nói: Như mọi người cũng biết, cảm xúc của nhân vật là điều mà người diễn viên phải nắm bắt khi trên trường quay."
Phần này giốngnhưphách trong giấy thi ở Việt Nam,Phần này giống như phách trong giấy thi ở Việt Nam.,Phần này giống như phách trong giấy thi ở Việt Nam.,Phần này giống như phách trong giấy thi ở Việt Nam.,Phần này giống như phách trong giấy thi ở Việt Nam.,gemma-3-27b-it,Phần này giống như phách trong giấy thi ở Việt Nam.
Sau đó cho vào chảo Một nhúm ngò tHy đã rửasạchráo nuoc,"Sau đó cho vào chảo một nhúm ngò tây đã rửa sạch, ráo nước.","Sau đó cho vào chảo một nhúm ngò tây đã rửa sạch, ráo nước.","Sau đó cho vào chảo một nhúm ngò tây đã rửa sạch, ráo nước.","Sau đó cho vào chảo một nhúm ngò tây đã rửa sạch, ráo nước.",gemma-3-27b-it,"Sau đó cho vào chảo một nhúm ngò tây đã rửa sạch, ráo nước."
Các loai cổng Tất cả các máy tính xách tay mới đều có cổng USB 2.0 đểkết nối với các thành phần như thẻ nhớ chuột mặy in ổ đĩa ngoài và máy chơi nhạc,"Các loại cổng: Tất cả các máy tính xách tay mới đều có cổng USB 2.0 để kết nối với các thành phần như thẻ nhớ, chuột, máy in, ổ đĩa ngoài và máy chơi nhạc.","Các loại cổng, tất cả các máy tính xách tay mới đều có cổng USB 2.0 để kết nối với các thành phần như thẻ nhớ, chuột, máy in, ổ đĩa ngoài và máy chơi nhạc.","Các loại cổng. Tất cả các máy tính xách tay mới đều có cổng USB 2.0 để kết nối với các thành phần như thẻ nhớ, chuột, máy in, ổ đĩa ngoài và máy chơi nhạc.","Các loại cổng, tất cả các máy tính xách tay mới đều có cổng USB 2.0 để kết nối với các thành phần như thẻ nhớ, chuột, máy in, ổ đĩa ngoài và máy chơi nhạc.",gemma-3-27b-it,"Các loại cổng Tất cả các máy tính xách tay mới đều có cổng USB 2.0 để kết nối với các thành phần như thẻ nhớ, chuột, máy in, ổ đĩa ngoài và máy chơi nhạc."
Để giới thiệu chương trình đến sinh viên Việt Nam Tổng VcụC du lịcw Singapore (STB) tổ chuc một chương trình đào tạo trong vòIng một ngày cho cáccông ty tư vấn du học tại Hà NộiA và TP HCM,"Để giới thiệu chương trình đến sinh viên Việt Nam, Tổng cục du lịch Singapore (STB) tổ chức một chương trình đào tạo trong vòng một ngày cho các công ty tư vấn du học tại Hà Nội và TP HCM.","Để giới thiệu chương trình đến sinh viên Việt Nam, Tổng cục Du lịch Singapore (STB) tổ chức một chương trình đào tạo trong vòng một ngày cho các công ty tư vấn du học tại Hà Nội và TP HCM.","Để giới thiệu chương trình đến sinh viên Việt Nam, Tổng cục Du lịch Singapore (STB) tổ chức một chương trình đào tạo trong vòng một ngày cho các công ty tư vấn du học tại Hà Nội và TP HCM.","Để giới thiệu chương trình đến sinh viên Việt Nam, Tổng cục Du lịch Singapore (STB) tổ chức một chương trình đào tạo trong vòng một ngày cho các công ty tư vấn du học tại Hà Nội và TP HCM.",gemma-3-27b-it,"Để giới thiệu chương trình đến sinh viên Việt Nam, Tổng cục Du lịch Singapore (STB) tổ chức một chương trình đào tạo trong vòng một ngày cho các công ty tư vấn du học tại Hà Nội và TP HCM."
KhBng căn nhànào mở thẳng ra đường vì nhu vậy sẽ phạm vào một nguyên tắc tối nghiêm của phép pong hủy TruNg Hoa,Không căn nhà nào mở thẳng ra đường vì như vậy sẽ phạm vào một nguyên tắc tối nghiêm của phép phong thủy Trung Hoa.,Không gian nào mở thẳng ra đường vì như vậy sẽ phạm vào một nguyên tắc tối nghiêm của phép phong thủy Trung Hoa.,Không gian nào mở thẳng ra đường vì như vậy sẽ phạm vào một nguyên tắc tối nghiêm của phép phong thủy Trung Hoa.,Không gian nào mở thẳng ra đường vì như vậy sẽ phạm vào một nguyên tắc tối nghiêm của phép phong thủy Trung Hoa.,gemma-3-27b-it,Không gian nào mở thẳng ra đường vì như vậy sẽ phạm vào một nguyên tắc tối nghiêm của phép phong thủy Trung Hoa.
Chịchiến thắng toàn bộ 6 game liên tiếp giành set đầu tiên và tạo động lực thX đấu thành côngrở seT còn lại,"Chị chiến thắng toàn bộ 6 game liên tiếp, giành set đầu tiên và tạo động lực thi đấu thành công ở set còn lại.","Chị chiến thắng toàn bộ 6 game liên tiếp, giành set đầu tiên và tạo động lực thi đấu thành công ở set còn lại.","Chị chiến thắng toàn bộ 6 game liên tiếp, giành set đầu tiên và tạo động lực thi đấu thành công ở set còn lại.","Chị chiến thắng toàn bộ 6 game liên tiếp, giành set đầu tiên và tạo động lực thi đấu thành công ở set còn lại.",gemma-3-27b-it,"Chị chiến thắng toàn bộ 6 game liên tiếp, giành set đầu tiên và tạo động lực thi đấu thành công ở set còn lại."
Thay vì tặng một cách tầm thường bạn nen tạo tình huòng bất ngờ chọn bó hoa nhỏ kết quanh chiếc túi nàngEhường mang đi lÀm,"Thay vì tặng một cách tầm thường, bạn nên tạo tình huống bất ngờ: chọn bó hoa nhỏ kết quanh chiếc túi nàng thường mang đi làm.","Thay vì tặng một cách tầm thường, bạn nên tạo tình huống bất ngờ, chọn bó hoa nhỏ kết quanh chiếc túi nàng thường mang đi làm.","Thay vì tặng một cách tầm thường, bạn nên tạo tình huống bất ngờ, chọn bó hoa nhỏ kết quanh chiếc túi nàng thường mang đi làm.","Thay vì tặng một cách tầm thường, bạn nên tạo tình huống bất ngờ, chọn bó hoa nhỏ kết quanh chiếc túi nàng thường mang đi làm.",gemma-3-27b-it,"Thay vì tặng một cách tầm thường, bạn nên tạo tình huống bất ngờ, chọn bó hoa nhỏ kết quanh chiếc túi nàng thường mang đi làm."
Trao đổi với VnExpress chiều nay phó tOổng thư ký VASP Trương Đình Hòe cho biết đến hôm naJ khi SSA đã fchình thức yêu cầu DOC xem xét lạC thuế thìAdoanh nghiZệp bị đơn trong nước du muốn hay không vẫn phải chấp nhận theo hầu tòa,"Trao đổi với VnExpress chiều nay, Phó tổng thư ký VASEP Trương Đình Hòe cho biết, đến hôm nay, khi SSA đã chính thức yêu cầu DOC xem xét lại thuế thì doanh nghiệp bị đơn trong nước dù muốn hay không vẫn phải chấp nhận theo hầu tòa.","Trao đổi với VnExpress chiều nay, Phó Tổng thư ký VASP Trương Đình Hoè cho biết đến hôm nay, khi SSA đã chính thức yêu cầu DOC xem xét lại thuế thì doanh nghiệp bị đơn trong nước dù muốn hay không vẫn phải chấp nhận theo hầu tòa.","Trao đổi với VnExpress chiều nay, phó Tổng thư ký VASP Trương Đình Hoè cho biết đến hôm nay, khi SSA đã chính thức yêu cầu DOC xem xét lại thuế thì doanh nghiệp bị đơn trong nước dù muốn hay không vẫn phải chấp nhận theo hầu tòa.","Trao đổi với VnExpress chiều nay, Phó Tổng thư ký VASP Trương Đình Hoè cho biết đến hôm nay, khi SSA đã chính thức yêu cầu DOC xem xét lại thuế thì doanh nghiệp bị đơn trong nước dù muốn hay không vẫn phải chấp nhận theo hầu tòa.",gemma-3-27b-it,"Trao đổi với VnExpress chiều nay, Phó Tổng thư ký VASP Trương Đình Hòe cho biết đến hôm nay, khi SSA đã chính thức yêu cầu DOC xem xét lại thuế thì doanh nghiệp bị đơn trong nước dù muốn hay không vẫn phải chấp nhận theo hầu tòa."
